,program,content,start,end,start_s,end_s,duration_s
3819,5269210_001,notre dossier aujourd'hui est consacrée aux vacances des retraités bien sûr ils ont beaucoup plus de temps libre alors on a tendance à penser qu'ils partent toujours en décalé pour faire des économies et bien ce n'est pas si simple que cela nous le verrons dans un instant avec manuel tissier beaucoup d'entre elles avant tout la découverte mais sans chichis et sans dépenses excessives,0:20:54.930000,0:21:14.910000,1254.93,1274.91,19.980000000000018
3820,5269210_001,nous avons suivi un groupe de seniors en balade dans les calanques de méditerranée avec en prime la convivialité emilie refait par germain lucas,0:21:14.910000,0:21:22.780000,1274.91,1282.78,7.869999999999891
3821,5269210_001,pas besoin de bout du monde pour se sentir en vacances,0:21:23.910000,0:21:26.730000,1283.91,1286.73,2.8199999999999363
3822,5269210_001,c'est dans les calanques près de marseille que nelly evelyne et claude retraité de montélimar à deux heures de la vienne randonnées,0:21:27.010000,0:21:34.680000,1287.01,1294.68,7.670000000000073
3823,5269210_001,nous voulons savoir chaumont,0:21:36.240000,0:21:38.070000,1296.24,1298.07,1.8299999999999272
3824,5269210_001,un séjour sportif à moindre frais,0:21:38.730000,0:21:41.770000,1298.73,1301.77,3.0399999999999636
3825,5269210_001,c'est le moins possible parce que de toute façon on élimine les hôtels et tout ça moi je déteste,0:21:41.770000,0:21:46.520000,1301.77,1306.52,4.75
3826,5269210_001,euh c' camper euh voilà,0:21:48.320000,0:21:51.110000,1308.32,1311.11,2.7899999999999636
3827,5269210_001,partira en a okani vont partir un camion euh voilà,0:21:51.890000,0:21:56.120000,1311.89,1316.12,4.229999999999791
3828,5269210_001,claude et touche trois mille euros de retraite par mois le budget vacances est limité,0:21:57.040000,0:22:02.070000,1317.04,1322.07,5.029999999999973
3829,5269210_001,a midi ses pique nique avec d'autres retraités randonneurs chacun ramène sa gamelle,0:22:07.020000,0:22:12.640000,1327.02,1332.64,5.620000000000118
3830,5269210_001,une fromage hein on verra dit c'est très tôt le maire,0:22:15.140000,0:22:19.170000,1335.14,1339.17,4.029999999999973
3831,5269210_001,la pourriture se charge enfin prendre fait et ce qu'on pouvait s'à la maison,0:22:19.170000,0:22:23.770000,1339.17,1343.77,4.599999999999909
3832,5269210_001,s'il y a un budget énorme un budget repas de quinze euros par personne pour deux jours,0:22:24.250000,0:22:29.840000,1344.25,1349.84,5.589999999999918
3833,5269210_001,et un programme sportif,0:22:29.840000,0:22:31.890000,1349.84,1351.89,2.050000000000182
3834,5269210_001,mais pas trop chacun va à son rythme,0:22:31.960000,0:22:34.760000,1351.96,1354.76,2.7999999999999545
3835,5269210_001,je pense qu'encore partie euh,0:22:36.210000,0:22:38.490000,1356.21,1358.49,2.2799999999999727
3836,5269210_001,parce que que nous les souligne,0:22:39.220000,0:22:41.480000,1359.22,1361.48,2.259999999999991
3837,5269210_001,au bout de quatre heures de grimpaient,0:22:41.940000,0:22:43.640000,1361.94,1363.64,1.7000000000000455
3838,5269210_001,la récompense pourquoi les,0:22:44.200000,0:22:46.640000,1364.2,1366.64,2.4400000000000546
3839,5269210_001,quand on a tout ce qui tout en france et que la france est joli,0:22:48.350000,0:22:51.590000,1368.35,1371.59,3.240000000000009
3840,5269210_001,on a eu lieu à leur vous allez orascom,0:22:51.820000,0:22:54.480000,1371.82,1374.48,2.660000000000082
3841,5269210_001,c'est tout de même gentils pour moi,0:22:55.350000,0:22:59.050000,1375.35,1379.05,3.7000000000000455
3842,5269210_001,ce qui compte avant tout pour ces retraités c'est d'être ensemble et de tout partager,0:22:59.630000,0:23:03.720000,1379.63,1383.72,4.089999999999918
3843,5269210_001,jusqu'au dortoir de l'auberge de jeunesse,0:23:04.550000,0:23:07.140000,1384.55,1387.14,2.5900000000001455
3844,5269210_001,nous avons fait comme vous à dix-neuf parce va faire des clubs,0:23:10.730000,0:23:13.770000,1390.73,1393.77,3.0399999999999636
3845,5269210_001,treize heures cinquante la nuit ambiance ronfler et lit superposé,0:23:13.870000,0:23:18.650000,1393.87,1398.65,4.7800000000002
3846,5269210_001,on parle d'un petit vent bien allez,0:23:19.130000,0:23:21.370000,1399.13,1401.37,2.2399999999997817
3847,5269210_001,je suis mon temps je voudrais faire en sorte que les emplois et je pense que là on peut appeler en,0:23:21.430000,0:23:28.340000,1401.43,1408.34,6.9099999999998545
3848,5269210_001,vous ne peux que je le tape captiveront fait ici,0:23:28.340000,0:23:33.280000,1408.34,1413.28,4.940000000000055
3849,5269210_001,maintenant la première chose à faire très attention vous assure si il y en a ces gens,0:23:33.280000,0:23:37.220000,1413.28,1417.22,3.9400000000000546
3850,5269210_001,pierre martin le directeur de l'auberge de jeunesse a l'habitude d'accueillir des retraités aujourd'hui un tiers de sa clientèle à plus de soixante ans,0:23:37.220000,0:23:44.620000,1417.22,1424.62,7.399999999999864
3851,5269210_001,beaucoup de de jeunes ils ont besoin de confort hein quand même,0:23:44.620000,0:23:48.020000,1424.62,1428.02,3.400000000000091
3852,5269210_001,alors que les des gens de notre génération ils ont été habitué quand il était jeune à ne pas avoir de douche vous avez finalement il y a un peu un retour en arrière qui se fait je crois que euh qui plaît ou de gens qui sont à la retraite,0:23:48.390000,0:24:00.040000,1428.39,1440.04,11.649999999999864
3853,5269210_001,retour en arrière ou économe,0:24:01.330000,0:24:03.190000,1441.33,1443.19,1.8600000000001273
3854,5269210_001,mais ils ont repris,0:24:03.190000,0:24:06.630000,1443.19,1446.63,3.4400000000000546
3855,5269210_001,le week end dans les calanques apéro vue sur mer compris,0:24:06.630000,0:24:10.220000,1446.63,1450.22,3.589999999999918
3856,5269210_001,leur reviendra à moins de soixante euros par personne,0:24:10.400000,0:24:13.370000,1450.4,1453.37,2.9699999999998
3857,5269210_001,le lever de la lune sur la falaise,0:24:14.640000,0:24:16.640000,1454.64,1456.64,2.0
3858,5269210_001,il y a quinze millions de retraités en france ils représentent donc une partie très importante du marché des vacances alors comment font ils leur choix ou partent ils pour quel genre de séjour manuel tissier nous a rejoint sur ce plateau manuel bonjour premier enseignement oui ils partent et plus que les autres,0:24:17.410000,0:24:33.950000,1457.41,1473.95,16.539999999999964
3859,5269210_001,oui à tel point que les plus de cinquante ans représentent soixante quinze pour cent du marché du voyage c'est énorme les seniors partent plus trente sept jours par an mais une minorité finalement,0:24:33.950000,0:24:44.570000,1473.95,1484.57,10.61999999999989
3860,5269210_001,pendant les vacances d'été quarante pour cent en juillet et en août ils dépensent sept cent quatre-vingts euros par semaine ce qui représente plus de trente pour cent de plus que la moyenne des français leur destination de privilégier la france soixante deux pour cent d'entre eux,0:24:44.570000,0:24:58.620000,1484.57,1498.62,14.049999999999955
3861,5269210_001,et forcément les régions du littoral mais aussi la campagne avec rhône-alpes et les pays de la loire et quels sont les séjours que les retraités préfère alors le succès des croisières ne se dément pas quatre cent cinquante mille seniors par an c'est beaucoup sur ces immeubles flottant mais de nouvelles tendances se dessinent des cours en tout genre des stages de langue ou de cuisine,0:24:58.620000,0:25:18.010000,1498.62,1518.01,19.3900000000001
3862,5269210_001,les séjours culturel aussi des voyages humanitaire et puis une thématique la famille avec des centres d'accueil spécialisée pour les petits enfants et leurs grands parents et puis une astuce élisent pour terminer pour les petites retraites un organisme propose cent cinquante destination pour les plus de soixante ans le prix seulement trois cent soixante dix huit euros,0:25:18.010000,0:25:37.770000,1518.01,1537.77,19.75999999999999
3863,5269210_001,par euh est jour et par personne origine quatre cent cinquante mille personnes euh on en profité en deux mille deux,0:25:37.880000,0:25:43.720000,1537.88,1543.72,5.839999999999918
3864,5269210_001,merci à vous manuel tissier pour toutes ces explications et si on allait voir un apéro à la mairie c'est une phrase courant dans le petit village donne naïm en alsace,0:25:43.720000,0:25:53.340000,1543.72,1553.34,9.61999999999989
3865,5269210_001,le dernier restaurant de la commune a fermé il y a trois ans alors la municipalité a décidé d'installer un bar dans ces murs pour ne pas perdre la fameuse liste en quatre et c'est un succès les clients sont au rendez vous le bistrot sera même ouvert dimanche pour les élections stéphanie lafuente jean pierre pasteur,0:25:53.340000,0:26:10.540000,1553.34,1570.54,17.200000000000045
3866,5269210_001,on vraiment bien vous savez monsieur,0:26:10.540000,0:26:14.760000,1570.54,1574.76,4.220000000000027
3867,5269210_001,rémy de clé n'est pas patron de bar c'est le maire de denain mais depuis lundi et pour une semaine dans la salle du conseil municipal on ne débat pas on sert à boire un bar éphémères pour sauvegarder la dernière licence iv du village,0:26:14.760000,0:26:28.460000,1574.76,1588.46,13.700000000000045
3868,5269210_001,on est naïma ben naguère il y en a vingt cinq ans euh quatre cinq que débits de boissons des dix trop comme on pourrait dire de choses comme on dit en alsacien c'est une vie seront fermés les uns après les autres au fil des en et lorsque le dernier a fermé il y a fait plus de trois ans nous avons décidé d'acheter la distance,0:26:28.460000,0:26:48.420000,1588.46,1608.42,19.960000000000036
3869,5269210_001,pour que la licence iv perdure la oblige à servir à boire une fois tous les trois ans et a proposé une dizaine de boissons allant des cirrhoses alcools forts derrière le comptoir andré le jardinier communal a troqué sa tondeuse pour une tireuse habiller,0:26:48.420000,0:27:03.870000,1608.42,1623.87,15.449999999999818
3870,5269210_001,là on a des on peut monter la pression à la fête du café ça marche pas une,0:27:03.870000,0:27:10.990000,1623.87,1630.99,7.120000000000118
3871,5269210_001,la plupart des clients au connu les derniers troquait du village et beaucoup regrettent qu'il y en ait plus un seul ouvert aujourd'hui,0:27:11.160000,0:27:17.540000,1631.16,1637.54,6.379999999999882
3872,5269210_001,c'est un manque c'est quelque chose c'est un endroit convivial qui siègera pour euh,0:27:17.540000,0:27:22.550000,1637.54,1642.55,5.009999999999991
3873,5269210_001,j'ai rencontré valeur a fait les anciens ça va donner les optimistes va enfin pour un badge qui votre c'est fait,0:27:23.320000,0:27:31.510000,1643.32,1651.51,8.190000000000055
3874,5269210_001,la mairie avait racheté la licence cinq mille euros aujourd'hui elle espère qu'un vrai patron de bar viendra la racheter et s'installer dans le village,0:27:31.510000,0:27:39.480000,1651.51,1659.48,7.970000000000027
3875,5269210_001,on se souvient tous des tempêtes à répétition l'hiver dernier notamment en gironde où le littoral a beaucoup souffert alors qu'à quelques semaines de l'été il faut reconstituer les plages pour accueillir les touristes,0:27:40.280000,0:27:51.350000,1660.28,1671.35,11.069999999999936
3876,5269210_001,construction de dix gouré ensablement des dunes trois communes y vais lacanau est sous la qu'on fait des choix radicalement différent pour reconstituer leur fonds maire les travaux sont en cours le reportage est signé david basier et bernard bonnarme,0:27:51.350000,0:28:05.410000,1671.35,1685.41,14.060000000000173
3877,5269210_001,sur la plage de mont saliver les surfeurs croise les engins de travaux publics,0:28:06.240000,0:28:11.010000,1686.24,1691.01,4.769999999999982
3878,5269210_001,camions et pelleteuse acheminent des quantités de sable pour reconstituer la place centrale,0:28:11.230000,0:28:17.650000,1691.23,1697.65,6.420000000000073
3879,5269210_001,puis c'est un escalier alors ici oui effectivement nous avions l'escalier cent valls escalier qui était embêtant un qui a été complètement détruit avec la la tempête là,0:28:18.550000,0:28:28.180000,1698.55,1708.18,9.63000000000011
